BEVOEGD GEZAG NUMMER;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO;TOTAAL AANTAL LEERLINGEN
40857;01EO;01EO02;Purmerendse SGM;PURMEREND;0439;PURMEREND;Noord-Holland;1359;22;1381
40857;01EO;01EO06;Purmerendse SGM;PURMEREND;0439;PURMEREND;Noord-Holland;380;0;380
40857;01EO;01EO08;Purmerendse SGM;PURMEREND;0439;PURMEREND;Noord-Holland;433;4;437
40857;01EO;01EO12;Purmerendse SGM;PURMEREND;0439;PURMEREND;Noord-Holland;395;1;396
40876;01HQ;01HQ00;Het Bolwerk;MIDDELBURG;0687;MIDDELBURG;Zeeland;172;0;172
40876;26HF;26HF00;De Wissel;GOES;0664;GOES;Zeeland;122;0;122
40876;26LL;26LL00;De Sprong;TERNEUZEN;0715;TERNEUZEN;Zeeland;97;0;97
40876;26LL;26LL01;De Sprong;TERNEUZEN;0715;TERNEUZEN;Zeeland;25;0;25
40922;00MP;00MP00;De Noordgouw;HEERDE;0246;HEERDE;Gelderland;969;5;974
40928;26MJ;26MJ00;Laurentius Praktijksch;DELFT;0503;DELFT;Zuid-Holland;146;0;146
40930;02VN;02VN00;Reg SGM Het Rhedens;ROZENDAAL;0277;ROZENDAAL;Gelderland;668;16;684
40930;02VN;02VN01;Reg SGM Het Rhedens;DIEREN;0275;RHEDEN;Gelderland;1133;0;1133
40930;26NH;26NH00;De Tender Proschool;DIEREN;0275;RHEDEN;Gelderland;140;0;140
40931;00MV;00MV00;Scholen aan Zee;DEN HELDER;0400;DEN HELDER;Noord-Holland;901;7;908
40931;00MV;00MV01;Locatie, Mavo aan Zee;DEN HELDER;0400;DEN HELDER;Noord-Holland;544;4;548
40931;00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;0400;DEN HELDER;Noord-Holland;506;0;506
40931;00MV;00MV06;Locatie, Junior College;JULIANADORP;0400;DEN HELDER;Noord-Holland;403;0;403
40931;00MV;00MV07;locatie Schakel aan Zee;DEN HELDER;0400;DEN HELDER;Noord-Holland;122;0;122
40936;01XL;01XL00;Strabrechtcollege;GELDROP;1771;GELDROP-MIERLO;Noord-Brabant;1160;5;1165
40956;04HR;04HR00;Openbare SGM Erasmus;ALMELO;0141;ALMELO;Overijssel;1155;9;1164
40956;04HR;04HR04;Openbare SGM Erasmus;ALMELO;0141;ALMELO;Overijssel;602;4;606
40956;04HR;04HR07;Openbare SGM Erasmus;ALMELO;0141;ALMELO;Overijssel;210;0;210
40956;19UP;19UP00;PrO Erasmus;ALMELO;0141;ALMELO;Overijssel;207;0;207
40979;31JC;31JC01;Zone.college vmbo Almelo;ALMELO;0141;ALMELO;Overijssel;659;0;659
40979;31JC;31JC02;Zone.college vmbo Borculo;BORCULO;1859;BERKELLAND;Gelderland;355;0;355
40979;31JC;31JC03;Zone.college vmbo Doetinchem;DOETINCHEM;0222;DOETINCHEM;Gelderland;782;0;782
40979;31JC;31JC04;Zone.college vmbo Enschede;ENSCHEDE;0153;ENSCHEDE;Overijssel;735;0;735
40979;31JC;31JC05;Zone.college vmbo Twello;TWELLO;0285;VOORST;Gelderland;865;0;865
40979;31JC;31JC06;Zone.college vmbo Zwolle;ZWOLLE;0193;ZWOLLE;Overijssel;564;0;564
40995;02IB;02IB00;DaCapo College loc Havikstraat;SITTARD;1883;SITTARD-GELEEN;Limburg;110;0;110
40995;02IB;02IB05;DaCapo College locatie EOA;GELEEN;1883;SITTARD-GELEEN;Limburg;62;0;62
40995;02IB;02IB07;DaCapo College Milaanstraat;SITTARD;1883;SITTARD-GELEEN;Limburg;262;0;262
40995;02IB;02IB08;DaCapocollege Rijksweg Zuid;SITTARD;1883;SITTARD-GELEEN;Limburg;386;2;388
40995;02IB;02IB09;DaCapocollege Rijksweg Zuid;SITTARD;1883;SITTARD-GELEEN;Limburg;177;0;177
40995;05GV;05GV00;DaCapo-College Einighauserweg;GELEEN;1883;SITTARD-GELEEN;Limburg;143;0;143
40995;18DE;18DE00;DaCapo College Born;BORN;1883;SITTARD-GELEEN;Limburg;311;0;311
40996;01MO;01MO00;Atheneum Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;1014;4;1018
40996;04DS;04DS00;Gymnasium Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;485;1;486
40996;07BQ;07BQ00;HAVO Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;1231;6;1237
41009;00ZD;00ZD00;Bonhoeffer College;CASTRICUM;0383;CASTRICUM;Noord-Holland;1612;14;1626
41009;20MH;20MH00;Jac P Thijsse College;CASTRICUM;0383;CASTRICUM;Noord-Holland;2042;27;2069
41009;27MD;27MD00;Kennemer College;BEVERWIJK;0375;BEVERWIJK;Noord-Holland;1548;15;1563
41009;27MD;27MD01;Kennemer College;HEEMSKERK;0396;HEEMSKERK;Noord-Holland;714;10;724
41009;27MD;27MD02;Kennemer College;HEEMSKERK;0396;HEEMSKERK;Noord-Holland;792;0;792
41009;28BN;28BN00;Kennemer Praktijkschool;HEEMSKERK;0396;HEEMSKERK;Noord-Holland;189;0;189
41021;00IP;00IP00;Kath SGM Hoofddorp;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;1225;31;1256
41021;01LZ;01LZ00;SGM Eerste Chr Lyc VWO;HAARLEM;0392;HAARLEM;Noord-Holland;1255;32;1287
41021;01LZ;01LZ01;International School Haarlem;HAARLEM;0392;HAARLEM;Noord-Holland;45;0;45
41021;03RU;03RU00;Herbert Vissers College;NIEUW-VENNEP;0394;HAARLEMMERMEER;Noord-Holland;1739;35;1774
41021;05FE;05FE00;RK SGM Thamen;UITHOORN;0451;UITHOORN;Noord-Holland;799;4;803
41021;17HH;17HH00;HBM;HEEMSTEDE;0397;HEEMSTEDE;Noord-Holland;284;11;295
41021;21WE;21WE00;Kaj Munk College;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;1879;37;1916
41054;16RT;16RT00;VO Best-Oirschot;BEST;0753;BEST;Noord-Brabant;2099;15;2114
41054;16RT;16RT01;VO Best-Oirschot;OIRSCHOT;0823;OIRSCHOT;Noord-Brabant;1062;0;1062
41063;21FF;21FF00;Ir. Lely Lyceum;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;801;5;806
41070;05PL;05PL00;Ds. Pierson College;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;1653;11;1664
41071;02VG;02VG00;Unie Noord;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;549;0;549
41071;02VG;02VG03;Unie Noord;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;204;3;207
41071;02VG;02VG04;Unie Noord - Mavo Centraal;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;392;7;399
41071;02VG;02VG05;Unie Noord- loc. G.K.H.;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;236;0;236
41071;02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;575;0;575
41071;02VG;02VG10;UN-RDC-ISK;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;2;0;2
41071;02VG;02VG11;Unie Noord- locatie HVR;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;258;0;258
41071;02VG;02VG14;Unie Noord - Loc Montessori;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;55;0;55
41071;02VG;02VG15;Unie Noord- locatie De Toorop;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;410;2;412
41071;02VG;02VG17;UN - loc. De Mavo voor Theater;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;106;0;106
41071;02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;414;10;424
41071;02VG;02VG25;Unie Noord - locatie VCH;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;269;0;269
41071;05XJ;05XJ00;Het Lyceum Rotterdam;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;729;3;732
41071;17KY;17KY00;Roncalli MAVO;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;593;0;593
41071;17YF;17YF00;Zuiderpark;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;745;0;745
41071;17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;319;0;319
41071;23YU;23YU00;Nova College;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;244;0;244
41071;23YU;23YU01;NC- loc. VC Zuidrand;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;155;0;155
41071;23YU;23YU02;NC- locatie Montfort College;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;711;0;711
41071;23YU;23YU04;NC - loc. Charles de Foucauld;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;306;1;307
41071;23YU;23YU08;NC - locatie Palmentuin;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;252;0;252
41071;29VW;29VW00;HPC Charlois;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;195;0;195
41071;29VX;29VX00;HPC Zuidwijk;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;177;0;177
41071;29VZ;29VZ00;HPC Centrum;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;208;0;208
41100;01OE;01OE03;Wellantcollege;OEGSTGEEST;0579;OEGSTGEEST;Zuid-Holland;421;0;421
41100;01OE;01OE04;Wellantcollege;GORINCHEM;0512;GORINCHEM;Zuid-Holland;39;0;39
41100;01OE;01OE05;Wellantcollege;KLAASWAAL;1963;HOEKSCHE WAARD;Zuid-Holland;393;0;393
41100;01OE;01OE06;Wellantcollege;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;304;0;304
41100;01OE;01OE07;Wellantcollege;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;520;0;520
41100;01OE;01OE11;Wellantcollege;DORDRECHT;0505;DORDRECHT;Zuid-Holland;219;7;226
41100;01OE;01OE12;Wellantcollege;DORDRECHT;0505;DORDRECHT;Zuid-Holland;556;0;556
41100;01OE;01OE13;Wellantcollege;BRIELLE;0501;BRIELLE;Zuid-Holland;339;0;339
41100;01OE;01OE16;Wellantcollege;AMERSFOORT;0307;AMERSFOORT;Utrecht;344;0;344
41100;01OE;01OE17;Wellantcollege;MONTFOORT;0335;MONTFOORT;Utrecht;853;0;853
41100;01OE;01OE18;Wellantcollege;UTRECHT;0344;UTRECHT;Utrecht;304;0;304
41100;01OE;01OE21;Wellantcollege;AALSMEER;0358;AALSMEER;Noord-Holland;580;0;580
41100;01OE;01OE22;Wellantcollege;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;338;0;338
41100;01OE;01OE23;Wellantcollege;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;320;0;320
41100;01OE;01OE25;Wellantcollege;NAARDEN;1942;GOOISE MEREN;Noord-Holland;268;0;268
41100;01OE;01OE26;Wellantcollege;AALSMEER;0358;AALSMEER;Noord-Holland;352;8;360
41100;01OE;01OE27;Wellantcollege;BOSKOOP;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;452;0;452
41100;01OE;01OE28;Wellantcollege;GOUDA;0513;GOUDA;Zuid-Holland;366;0;366
41100;01OE;01OE30;Wellantcollege;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Zuid-Holland;394;0;394
41100;01OE;01OE32;Wellantcollege;OTTOLAND;1978;MOLENLANDEN;Zuid-Holland;456;0;456
41100;01OE;01OE33;Wellantcollege;RIJNSBURG;0537;KATWIJK;Zuid-Holland;285;0;285
41100;01OE;01OE37;Wellantcollege;HOUTEN;0321;HOUTEN;Utrecht;396;0;396
41142;27DG;27DG00;De Passie;UTRECHT;0344;UTRECHT;Utrecht;872;16;888
41142;27RW;27RW00;De Passie;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;658;11;669
41142;29WG;29WG00;De Passie;WIERDEN;0189;WIERDEN;Overijssel;682;1;683
41143;00DI;00DI00;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;315;0;315
41143;00DI;00DI01;rsg de Borgen;RODEN;1699;NOORDENVELD;Drenthe;422;2;424
41143;00DI;00DI02;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;1317;31;1348
41143;00DI;00DI03;rsg de Borgen;GROOTEGAST;1969;WESTERKWARTIER;Groningen;235;0;235
41143;00DI;00DI04;rsg de Borgen;RODEN;1699;NOORDENVELD;Drenthe;102;0;102
41143;00DI;00DI06;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;291;1;292
41152;23HC;23HC00;Lingecollege;TIEL;0281;TIEL;Gelderland;952;12;964
41152;23HC;23HC01;Lingecollege Lyceum;TIEL;0281;TIEL;Gelderland;1486;35;1521
41152;23HC;23HC02;Lingecollege Praktijkonderwijs;TIEL;0281;TIEL;Gelderland;152;0;152
41158;02EX;02EX00;loc, Morgen College;HARDERWIJK;0243;HARDERWIJK;Gelderland;420;0;420
41158;02EX;02EX04;loc, Orient;ZEEWOLDE;0050;ZEEWOLDE;Flevoland;56;0;56
41158;02EX;02EX05;loc, Morgen College;HARDERWIJK;0243;HARDERWIJK;Gelderland;260;1;261
41158;02EX;02EX07;loc, Morgen College;HARDERWIJK;0243;HARDERWIJK;Gelderland;133;0;133
41161;13OR;13OR00;Pontes;GOES;0664;GOES;Zeeland;1630;12;1642
41161;13OR;13OR01;Locatie, Het Goese Lyceum;GOES;0664;GOES;Zeeland;547;0;547
41161;13OR;13OR03;locatie, Pieter Zeeman;ZIERIKZEE;1676;SCHOUWEN-DUIVELAND;Zeeland;913;2;915
41163;09VS;09VS00;Het Waterland;LEIDEN;0546;LEIDEN;Zuid-Holland;259;0;259
41164;26JR;26JR00;Pro College Nijmegen/Bemmel;NIJMEGEN;0268;NIJMEGEN;Gelderland;222;0;222
41164;26JR;26JR01;Pro College Nijmegen/Bemmel;BEMMEL;1705;LINGEWAARD;Gelderland;88;0;88
41164;26KY;26KY00;Pro College Wijchen;WIJCHEN;0296;WIJCHEN;Gelderland;89;0;89
41164;30MM;30MM00;Pro College Boxmeer;BOXMEER;0756;BOXMEER;Noord-Brabant;124;0;124
41195;02KR;02KR00;St Bonifatius Mavo;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;455;0;455
41195;20CR;20CR00;Zuyderzee Lyceum;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;525;15;540
41195;20CR;20CR01;Zuyderzee Lyceum;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;87;0;87
41195;20CR;20CR03;Zuyderzee Lyceum;LEMMER;1940;DE FRYSKE MARREN;Friesland;373;0;373
41195;20CR;20CR05;Zuyderzee Lyceum;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;541;0;541
41195;20CR;20CR06;Zuyderzee Lyceum;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;147;0;147
41195;20CR;20CR07;Zuyderzee Lyceum;BALK;1940;DE FRYSKE MARREN;Friesland;25;0;25
41202;00CB;00CB00;SGM VO Vrije Schoolond;NIJMEGEN;0268;NIJMEGEN;Gelderland;795;19;814
41202;00CB;00CB01;SGM VO Vrije Schoolond;ZEIST;0355;ZEIST;Utrecht;711;9;720
41202;00CB;00CB02;SGM VO Vrije Schoolond;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;579;10;589
41202;00CB;00CB04;SGM VO Vrije Schoolond;ZEIST;0355;ZEIST;Utrecht;18;0;18
41203;03XF;03XF00;Mundium College;ROERMOND;0957;ROERMOND;Limburg;1173;35;1208
41203;03XF;03XF03;Mundium Coll.- Havo Roermond;ROERMOND;0957;ROERMOND;Limburg;385;6;391
41203;03XF;03XF04;Mundium College loc. Niekée;ROERMOND;0957;ROERMOND;Limburg;542;0;542
41203;03XF;03XF05;Mundium College locatie NT-2;ROERMOND;0957;ROERMOND;Limburg;286;0;286
41203;14PS;14PS00;Bisschop Coll Broekhin;ROERMOND;0957;ROERMOND;Limburg;1574;19;1593
41203;14PS;14PS02;Bisschop Coll Broekhin;SWALMEN;0957;ROERMOND;Limburg;182;2;184
41203;14PS;14PS03;BC Broekhin Reuver;REUVER;0889;BEESEL;Limburg;286;0;286
41203;16PE;16PE00;Connect College;ECHT;1711;ECHT-SUSTEREN;Limburg;808;1;809
41203;16PE;16PE01;Connect College;ECHT;1711;ECHT-SUSTEREN;Limburg;555;0;555
41203;17GT;17GT00;RK SGM St Ursula;HORN;1640;LEUDAL;Limburg;1363;14;1377
41203;17GT;17GT02;RK SGM St Ursula;HEYTHUYSEN;1640;LEUDAL;Limburg;528;0;528
41208;20CK;20CK00;Joh V Oldenbarnevelt;AMERSFOORT;0307;AMERSFOORT;Utrecht;816;1;817
41208;20EA;20EA00;De Amersfoortse Berg;AMERSFOORT;0307;AMERSFOORT;Utrecht;1173;13;1186
41208;20EI;20EI00;Vallei College;AMERSFOORT;0307;AMERSFOORT;Utrecht;986;8;994
41208;20EI;20EI01;locatie VMBO Trivium;AMERSFOORT;0307;AMERSFOORT;Utrecht;339;0;339
41208;20EI;20EI02;locatie Amsfort College;AMERSFOORT;0307;AMERSFOORT;Utrecht;167;3;170
41208;20EI;20EI03;locatie Vathorst College;AMERSFOORT;0307;AMERSFOORT;Utrecht;978;3;981
41208;20EI;20EI04;loc.PRO33 College/Pro Trivium;AMERSFOORT;0307;AMERSFOORT;Utrecht;111;0;111
41211;02FY;02FY00;OMO Scholengr. Bergen op Zoom;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;721;2;723
41211;02FY;02FY01;OMO Scholengr. Bergen op Zoom;OSSENDRECHT;0873;WOENSDRECHT;Noord-Brabant;638;2;640
41211;02FY;02FY02;OMO Scholengr. Bergen op Zoom;STEENBERGEN NB;0851;STEENBERGEN;Noord-Brabant;611;0;611
41211;02QT;02QT00;Maurick College;VUGHT;0865;VUGHT;Noord-Brabant;1995;9;2004
41211;04SU;04SU00;Voortgezet Onderwijs Veghel;VEGHEL;1948;MEIERIJSTAD;Noord-Brabant;1482;5;1487
41211;04SU;04SU02;Fioretti College;VEGHEL;1948;MEIERIJSTAD;Noord-Brabant;1418;3;1421
41211;04XU;04XU00;Baanderherencollege Vmbo;BOXTEL;0757;BOXTEL;Noord-Brabant;693;0;693
41211;04YX;04YX00;Munnikenheide College;ETTEN-LEUR;0777;ETTEN-LEUR;Noord-Brabant;936;0;936
41211;04YX;04YX02;Munnikenheide College;RUCPHEN;0840;RUCPHEN;Noord-Brabant;199;0;199
41211;07MU;07MU00;Rodenborch-College;ROSMALEN;0796;S HERTOGENBOSCH;Noord-Brabant;1565;17;1582
41211;13PE;13PE00;Varendonck College;ASTEN;0743;ASTEN;Noord-Brabant;1039;3;1042
41211;13PE;13PE01;Varendonck College;SOMEREN;0847;SOMEREN;Noord-Brabant;756;0;756
41211;14SW;14SW00;Roncalli Scholengemeenschap;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;1218;7;1225
41211;15BS;15BS00;Sondervick College;VELDHOVEN;0861;VELDHOVEN;Noord-Brabant;1887;11;1898
41211;16OX;16OX00;2College;OISTERWIJK;0824;OISTERWIJK;Noord-Brabant;1477;12;1489
41211;16OX;16OX01;2College De Nieuwste School;TILBURG;0855;TILBURG;Noord-Brabant;789;2;791
41211;16OX;16OX02;2College Cobbenhagenlyceum;TILBURG;0855;TILBURG;Noord-Brabant;616;6;622
41211;16OX;16OX03;2College Ruivenmavo;BERKEL-ENSCHOT;0855;TILBURG;Noord-Brabant;357;5;362
41211;16OX;16OX04;2College Jozefmavo;TILBURG;0855;TILBURG;Noord-Brabant;581;2;583
41211;16OX;16OX09;2College EOA Oisterwijk;OISTERWIJK;0824;OISTERWIJK;Noord-Brabant;82;0;82
41211;16OX;16OX10;2College Cobbenhagenmavo;TILBURG;0855;TILBURG;Noord-Brabant;289;4;293
41211;16OX;16OX11;2College;OISTERWIJK;0824;OISTERWIJK;Noord-Brabant;196;0;196
41211;16RB;16RB00;Jacob-Roelandslyceum;BOXTEL;0757;BOXTEL;Noord-Brabant;1373;1;1374
41211;16SW;16SW00;RK SGM METAMEER;STEVENSBEEK;1702;SINT ANTHONIS;Noord-Brabant;729;14;743
41211;16SW;16SW03;RK SGM METAMEER;BOXMEER;0756;BOXMEER;Noord-Brabant;1021;0;1021
41211;16SW;16SW05;RK SGM METAMEER;STEVENSBEEK;1702;SINT ANTHONIS;Noord-Brabant;305;0;305
41211;16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;0867;WAALWIJK;Noord-Brabant;1231;3;1234
41211;16VK;16VK01;locatie, Van Haestrechtcollege;KAATSHEUVEL;0809;LOON OP ZAND;Noord-Brabant;319;0;319
41211;16VK;16VK02;Locatie, Walewyc-mavo;WAALWIJK;0867;WAALWIJK;Noord-Brabant;674;0;674
41211;16VK;16VK03;loc, d' Oultremontcollege;DRUNEN;0797;HEUSDEN;Noord-Brabant;1087;13;1100
41211;17HN;17HN00;Elzendaalcollege;BOXMEER;0756;BOXMEER;Noord-Brabant;1645;18;1663
41211;17HN;17HN02;Elzendaalcollege;GENNEP;0907;GENNEP;Limburg;649;0;649
41211;17JY;17JY00;Gymn Beekvliet;SINT-MICHIELSGESTEL;0845;SINT-MICHIELSGESTEL;Noord-Brabant;811;7;818
41211;17KF;17KF00;Van Maerlant;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;688;14;702
41211;17KF;17KF02;Van Maerlant;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;116;0;116
41211;17VP;17VP00;Instelling VO Deurne;DEURNE;0762;DEURNE;Noord-Brabant;1150;6;1156
41211;17VP;17VP01;Alfrinkcollege;DEURNE;0762;DEURNE;Noord-Brabant;590;0;590
41211;17VP;17VP02;Hub van Doornecollege;DEURNE;0762;DEURNE;Noord-Brabant;735;0;735
41211;17VP;17VP05;Sprongcollege;DEURNE;0762;DEURNE;Noord-Brabant;87;0;87
41211;18XR;18XR00;Rythovius College;EERSEL;0770;EERSEL;Noord-Brabant;1216;5;1221
41211;19RX;19RX00;Merletcollege;CUIJK;1684;CUIJK;Noord-Brabant;903;5;908
41211;19RX;19RX01;Merletcollege;GRAVE;0786;GRAVE;Noord-Brabant;699;4;703
41211;19RX;19RX02;Merletcollege;MILL;0815;MILL EN SINT HUBERT;Noord-Brabant;441;0;441
41211;19RX;19RX05;Merletcollege;VELP NB;0786;GRAVE;Noord-Brabant;31;0;31
41211;20AT;20AT00;Scholengroep Het Plein;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1346;4;1350
41211;20AT;20AT01;locatie, Aloysius De Roosten;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;404;1;405
41211;20AT;20AT03;locatie, Vakcollege Eindhoven;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;363;0;363
41211;20AT;20AT04;locatie, Antoon Schellenscoll;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;197;0;197
41211;20AT;20AT05;locatie, Praktijkschool Eindhv;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;246;0;246
41211;20AT;20AT07;locatie, Helder havo/vwo;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;203;1;204
41211;20BQ;20BQ00;Mill Hill College;GOIRLE;0785;GOIRLE;Noord-Brabant;1457;7;1464
41211;20GA;20GA00;Van Maerlantlyceum;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1184;14;1198
41211;20IB;20IB00;Eckartcollege;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1544;9;1553
41211;20IB;20IB03;Nuenens College;NUENEN;0820;NUENEN CA;Noord-Brabant;551;3;554
41211;20JX;20JX00;OMO Scholengroep Helmond;HELMOND;0794;HELMOND;Noord-Brabant;488;0;488
41211;20JX;20JX02;vest, Carolus Borromeus Coll.;HELMOND;0794;HELMOND;Noord-Brabant;1554;0;1554
41211;20JX;20JX04;vest, Dr.-Knippenbergcollege;HELMOND;0794;HELMOND;Noord-Brabant;1615;1;1616
41211;20JX;20JX11;vest. Praktijkschool Helmond;HELMOND;0794;HELMOND;Noord-Brabant;165;0;165
41211;20ST;20ST00;Sint-Janslyceum;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;1898;17;1915
41211;20SY;20SY00;Jeroen Bosch College;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;1002;12;1014
41211;20WI;20WI00;Maaslandcollege;OSS;0828;OSS;Noord-Brabant;1703;5;1708
41211;20ZK;20ZK00;Tongerlo;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;850;0;850
41211;20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;804;1;805
41211;20ZK;20ZK04;Norbertus Gertrudis Lyceum;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;1407;4;1411
41211;21EX;21EX00;Theresialyceum;TILBURG;0855;TILBURG;Noord-Brabant;1473;32;1505
41211;21FV;21FV00;Sint Odulphuslyceum;TILBURG;0855;TILBURG;Noord-Brabant;1513;10;1523
41211;21GV;21GV00;Scholengemeenschap Were Di;VALKENSWAARD;0858;VALKENSWAARD;Noord-Brabant;2477;8;2485
41211;21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;0766;DONGEN;Noord-Brabant;1264;5;1269
41211;21GZ;21GZ06;locatie Hanze College;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;455;0;455
41211;23FY;23FY00;Bossche Vakschool;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;522;0;522
41211;26MZ;26MZ00;Bhc Praktijkonderwijs;BOXTEL;0757;BOXTEL;Noord-Brabant;171;0;171
41217;01TC;01TC00;Hervormd Lyceum West;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;962;2;964
41217;02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;889;4;893
41217;02TE;02TE00;H Wesselink College;AMSTELVEEN;0362;AMSTELVEEN;Noord-Holland;1711;23;1734
41217;05RA;05RA00;Veenlanden College;MIJDRECHT;0736;DE RONDE VENEN;Utrecht;1286;6;1292
41217;05RA;05RA01;Veenlanden College;VINKEVEEN;0736;DE RONDE VENEN;Utrecht;343;0;343
41217;14VY;14VY00;Chr Sgm Buitenveldert;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;746;1;747
41219;16TS;16TS00;Vrije School N Holland;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;880;6;886
41219;16TS;16TS02;Vrije School N Holland;HAARLEM;0392;HAARLEM;Noord-Holland;887;45;932
41219;16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;0373;BERGEN NH;Noord-Holland;897;10;907
41269;08SG;08SG00;CVO Apeldoorn;APELDOORN;0200;APELDOORN;Gelderland;1333;4;1337
41269;08SG;08SG01;CVO Apeldoorn;APELDOORN;0200;APELDOORN;Gelderland;945;0;945
41269;08SG;08SG06;CVO Apeldoorn;APELDOORN;0200;APELDOORN;Gelderland;1364;11;1375
41271;02VA;02VA00;Roelof van Echten College;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;1136;21;1157
41271;02VA;02VA01;St. Roelof van Echten College;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;823;0;823
41281;01VN;01VN00;Canisius College;NIJMEGEN;0268;NIJMEGEN;Gelderland;1297;40;1337
